date,day_of_week,day_of_week_code,is_weekend,month,season_code,booking_total,booking_available,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,sun,mon,tue,wed,thu,fri,sat,is_holiday,holiday_5,holiday_weekend,holiday_friendly,holiday_code,holiday_type,websession,websession30,websession45,websession60,seosearch,seosearch30,seosearch45,seasearch60,webhit,webhit30,webhit45,webhit60,webpv,webpv30,webpv45,webpv60,adclick,adclick30,adclick45,adclick60,adview,adview30,adview45,adview60,adconv,adconv30,adconv45,adconv60,priceact
11/18/2017,Saturday,1,0,11,4,89,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1043,26372,38436,46367,285,6984,10196,13329,5282,142099,206033,235317,5030,134904,195648,221753,5,113,169,212,78,1310,1896,2387,0,2,2,6,190.08
9/9/2017,Saturday,1,0,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,387,11231,16735,22184,184,4881,7203,9446,991,31347,47832,64671,845,26176,39886,53902,0,107,182,218,5,1152,1775,2262,0,1,3,3,190.14
7/18/2018,Wednesday,6,1,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,684,18506,26021,33458,190,4495,6220,8031,3635,99274,139485,179378,3442,94695,132919,170810,0,147,252,337,4,3105,5035,6800,0,3,7,14,190.16
2/26/2016,Friday,6,1,2,1,58,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,284,469,752,32,2114,3454,5055,0,7,11,23,190.22
9/3/2018,Monday,4,0,9,4,39,51,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,Labor Day,lbd,Federal,805,19867,29869,39198,185,4644,7135,9473,4421,104030,156862,207224,4176,98719,149152,197220,28,496,777,888,5084,92740,98826,100240,0,4,13,19,190.27
2/9/2018,Friday,1,0,2,1,78,12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,478,18459,31120,46721,127,4505,7766,12327,2564,96715,163807,238231,2430,90945,154093,224339,0,60,97,121,8,611,938,1273,0,3,6,6,190.31
8/26/2016,Friday,7,1,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,540,856,1166,764,18675,27968,36970,0,9,11,19,190.32
10/31/2015,Saturday,7,1,10,4,88,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,694,1044,1392,196,8716,12666,16627,0,15,22,35,190.33
7/4/2015,Saturday,7,1,7,3,84,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,Independence Day,ind,Federal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,511,731,933,187,10742,16150,21184,0,5,7,9,190.54
11/19/2016,Saturday,1,0,11,4,89,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154,259,440,8,8105,9896,13921,0,2,4,7,190.69
6/16/2017,Friday,7,1,6,3,82,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,290,8603,12443,16367,118,3587,5103,6612,928,26342,38910,52006,810,22136,32849,44124,2,114,163,198,44,1205,1686,2097,0,2,3,3,190.82
11/16/2018,Friday,1,0,11,4,90,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,813,25921,39028,51538,208,6575,9959,13069,3633,134247,203364,267789,3434,127376,193029,254138,61,739,1020,1357,2233,25187,33086,39073,0,4,7,12,190.89
12/15/2015,Tuesday,3,0,12,1,63,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,190.92
4/20/2018,Friday,1,0,4,2,72,18,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,370,11981,18223,25145,85,2917,4446,6191,1996,65911,100271,137311,1910,62651,95021,130056,9,154,179,239,123,2998,3241,3579,2,8,9,12,190.99
8/8/2015,Saturday,7,1,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,684,963,1212,250,9111,13890,19295,0,5,6,10,191.28
6/24/2016,Friday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,403,612,801,791,13122,22344,30160,0,16,22,29,191.38
1/12/2019,Saturday,2,0,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,875,29481,45380,58287,207,7403,11535,14875,4481,148217,222970,286134,4257,139524,210057,269912,0,736,1043,1530,2,17607,26018,41917,0,13,14,16,191.39
12/3/2018,Monday,4,0,12,1,61,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1164,27978,40039,53080,303,7242,10310,13651,5234,138339,202649,271710,4935,131102,192122,257719,0,371,738,1043,3,10608,21727,32279,0,1,2,4,191.49
7/5/2018,Thursday,7,1,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,722,16917,24307,31446,189,3984,5739,7490,3925,90711,129290,167964,3729,86384,123070,159421,19,184,314,421,279,3456,5239,6970,1,8,17,25,191.59
6/10/2016,Friday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,402,581,684,778,15834,19164,19877,0,14,22,25,191.6
7/10/2015,Friday,6,1,7,3,75,15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,532,746,973,559,10263,16216,21125,0,5,8,10,191.61
7/1/2017,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,270,9398,13368,17208,125,3856,5557,7073,915,28589,40691,53259,752,23829,33983,44696,5,186,225,274,70,1801,2294,2775,0,4,4,5,191.64
2/19/2017,Sunday,2,0,2,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,378,11284,18597,27801,139,4224,7054,10984,1122,33975,55830,82313,987,29710,48508,71120,0,64,103,152,3,599,930,1372,0,0,1,1,191.71
5/24/2015,Sunday,1,0,5,2,90,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,399,620,829,371,9823,13650,17867,0,4,7,8,191.94
8/7/2015,Friday,6,1,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,679,955,1212,280,9140,13993,19405,0,6,7,10,191.96
6/8/2018,Friday,1,0,6,3,76,14,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,492,14386,21458,27357,93,3444,5152,6555,2462,76436,116133,148305,2348,72486,109991,140543,9,276,462,621,196,6500,10201,12427,0,11,21,33,192.14
3/18/2017,Saturday,1,0,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,287,9418,14978,20896,102,3397,5359,7642,927,31300,47517,65790,820,27699,41959,57833,3,64,88,128,35,593,850,1223,0,0,1,1,192.19
9/6/2015,Sunday,1,0,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,666,1067,1345,235,7446,11547,16586,1,11,13,17,192.28
1/26/2018,Friday,7,1,1,1,88,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,603,22478,38270,55676,144,5613,10230,15113,2843,118232,193900,277214,2676,111340,182787,261350,7,65,112,184,49,683,1230,1896,1,5,6,12,192.3
12/5/2017,Tuesday,4,0,12,1,81,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1224,31348,43241,55228,361,8408,11533,14727,5766,159506,224966,288386,5400,150723,212895,273191,12,136,183,244,107,1810,2470,3092,0,4,4,6,192.57
3/17/2018,Saturday,2,0,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,342,13649,21148,30662,85,3374,5267,7569,1694,72670,112130,162078,1621,68610,105782,152683,3,92,112,152,21,621,855,1194,0,3,5,10,192.65
5/13/2017,Saturday,1,0,5,2,88,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,216,7674,12080,16203,79,2951,4656,6237,688,25656,40091,53848,589,22013,34741,46881,2,97,142,170,34,903,1231,1460,0,0,1,1,192.68
6/11/2016,Saturday,1,0,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,393,580,697,82,15790,19181,20001,2,17,25,28,192.72
8/8/2018,Wednesday,6,1,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,605,19500,28948,36927,146,4865,7111,9043,2961,103297,154219,196715,2837,98520,147101,187496,0,213,278,340,7,3315,4509,6066,0,7,9,9,192.95
8/7/2018,Tuesday,5,0,8,3,88,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,648,19578,28953,36762,166,4897,7127,8993,3115,104440,154466,196357,2962,99620,147338,187155,0,199,270,343,3,3064,4465,6197,0,5,7,8,192.96
6/30/2017,Friday,7,1,6,3,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,331,9394,13389,17194,144,3846,5550,7044,1018,28554,40733,53275,857,23807,34042,44768,5,184,220,269,82,1768,2229,2712,0,4,4,5,193.01
3/11/2017,Saturday,1,0,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,259,9861,15607,22420,88,3592,5692,8293,728,31937,48929,69766,655,28141,43013,61017,2,57,101,135,28,574,967,1265,0,1,1,1,193.38
2/14/2016,Sunday,1,0,2,1,89,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,Washington Midwinter Break,mwb,School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,358,585,982,97,2629,4042,6146,0,6,17,33,193.41
9/8/2017,Friday,7,1,9,4,61,29,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,343,11186,16750,22168,162,4835,7192,9444,933,31279,48016,64749,777,26110,40019,53957,11,132,184,220,78,1325,1836,2282,0,1,3,3,193.47
7/2/2016,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,432,633,845,95,14915,20750,29987,0,8,18,24,193.55
11/10/2017,Friday,7,1,11,4,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,Verterans Day,vet,Federal,880,24636,35056,41775,231,6483,9642,12803,4638,133776,183662,201798,4428,127101,173801,188859,5,129,166,216,80,1246,1708,2147,0,2,6,8,193.62
4/23/2016,Saturday,7,1,4,2,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,233,399,552,46,1531,2540,3403,0,11,18,23,193.69
7/7/2017,Friday,7,1,7,3,82,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,350,9642,13776,17713,132,3908,5636,7260,1041,29105,42124,54148,914,24276,35206,45350,5,194,232,281,51,1977,2435,2912,0,3,4,5,193.69
1/5/2018,Friday,7,1,1,1,87,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,798,29760,46063,61271,222,8443,12862,16906,4426,146150,224593,305274,4170,138007,211810,288372,2,140,222,304,49,1453,2180,3005,0,13,15,22,193.78
1/18/2018,Thursday,6,1,1,1,28,62,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,651,25714,42151,57964,159,6858,11557,15775,3758,131904,210485,287862,3533,124298,198593,271527,0,66,147,232,13,827,1576,2308,0,1,9,15,193.79
10/21/2016,Friday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,426,771,997,556,9172,14820,20942,0,5,10,13,193.87
8/17/2018,Friday,1,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,566,19593,28820,38099,147,4802,7102,9297,2669,103050,153201,202324,2542,98229,146113,192924,11,246,349,429,139,3179,4517,5936,1,13,17,20,193.98
10/23/2015,Friday,6,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,728,1058,1360,187,9235,13230,16613,1,15,23,33,193.99
1/25/2019,Friday,1,0,1,1,88,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,663,27040,42260,58136,169,6478,10464,14609,3326,141665,213884,289795,3113,133611,201473,273219,34,760,1203,1511,3182,29099,39353,47710,0,13,22,25,194.11
2/24/2018,Saturday,2,0,2,1,89,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,434,15770,26149,38810,99,3879,6395,9656,1896,81408,135749,202841,1806,76690,127899,191047,11,79,97,139,33,655,864,1271,1,8,8,14,194.39
7/3/2015,Friday,6,1,7,3,84,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,506,737,933,404,10996,16171,21448,0,5,7,9,194.41
2/14/2015,Saturday,7,1,2,1,90,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Washington Midwinter Break,mwb,School,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,291,403,566,311,8243,11911,14974,0,6,7,10,194.44
8/2/2018,Thursday,7,1,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,708,19344,28623,36138,164,4857,7052,8777,3582,103660,152783,192994,3409,98941,145752,183976,0,183,241,330,3,2757,4189,5862,0,7,7,10,194.44
8/22/2015,Saturday,7,1,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,780,1058,1334,160,8459,13498,18351,0,7,11,12,194.52
6/23/2017,Friday,7,1,6,3,89,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,293,8917,12850,16660,112,3658,5303,6758,889,27669,39494,52485,704,23129,33089,44294,6,150,202,233,70,1444,1956,2403,0,3,4,4,194.65
12/4/2018,Tuesday,5,0,12,1,78,12,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,987,27919,40318,53248,270,7239,10399,13707,4923,137792,203838,272620,4698,130584,193276,258580,60,482,790,1125,1793,14523,23851,34608,0,1,2,3,194.86
10/22/2016,Saturday,1,0,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,411,736,982,56,8697,14259,20397,0,5,8,13,194.94
10/24/2015,Saturday,7,1,10,4,90,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,727,1069,1369,148,9129,13223,16528,0,14,23,33,195.13
6/1/2018,Friday,1,0,6,3,88,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,463,14137,20668,26619,113,3490,5031,6457,2392,76195,111777,144654,2281,72005,105825,137049,10,319,493,577,124,7415,10199,11820,0,12,24,29,195.16
8/27/2016,Saturday,1,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,528,828,1154,841,17959,28000,37637,0,6,11,16,195.3
6/18/2016,Saturday,1,0,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,412,607,785,938,15778,22381,25733,0,15,24,32,195.46
1/26/2019,Saturday,2,0,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,638,26486,41777,57731,168,6328,10350,14531,3206,138558,212047,287654,3021,130677,199747,271157,22,782,1225,1486,3996,33094,43347,49946,0,13,22,25,195.55
11/10/2018,Saturday,2,0,11,4,90,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,957,25388,38723,50437,245,6426,9865,12717,4431,133294,202827,262971,4192,126517,192615,249616,0,628,964,1580,0,20989,27378,36666,0,5,11,12,195.86
11/11/2017,Saturday,1,0,11,4,90,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,909,24810,35520,42212,245,6523,9666,12816,4805,134631,187061,205286,4557,127980,177215,192318,6,114,167,216,79,1182,1740,2153,0,2,6,8,196.14
7/15/2017,Saturday,1,0,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,289,9763,14372,18367,115,4054,5937,7641,864,29283,43475,55654,741,24409,36311,46546,11,155,251,290,86,1833,2723,3169,0,1,4,4,196.37
8/26/2017,Saturday,1,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,326,11058,16548,21525,132,4708,6965,9053,872,31988,48867,63597,728,26686,40720,53035,0,105,149,230,4,1012,1583,2308,0,2,3,6,196.62
8/20/2016,Saturday,1,0,8,3,91,-1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,586,910,1192,137,18645,28059,35666,0,9,14,18,196.65
8/9/2017,Wednesday,5,0,8,3,87,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,403,10982,15979,20766,176,4609,6673,8634,1354,33470,48237,62695,1136,27847,40141,52149,4,133,196,252,69,1280,1973,2651,1,4,4,6,196.72
8/19/2016,Friday,7,1,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,580,907,1189,102,18624,27625,34285,1,9,15,19,196.73
9/19/2015,Saturday,7,1,9,4,90,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,618,998,1396,193,6925,11436,15558,1,17,21,23,196.89
6/10/2017,Saturday,1,0,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,264,8138,11912,15924,98,3391,4827,6361,801,25107,37834,51131,673,21153,32082,43567,8,93,130,172,44,956,1426,1823,1,3,3,3,197.15
4/17/2018,Tuesday,5,0,4,2,12,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,405,12118,18440,25636,110,2973,4532,6312,2618,67193,102430,139658,2500,63795,96988,132233,6,138,173,228,104,2724,2967,3327,0,6,6,9,197.17
8/1/2015,Saturday,7,1,8,3,89,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,628,917,1137,293,9386,14231,20470,0,6,9,11,197.33
8/18/2017,Friday,7,1,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,364,11029,16282,21098,170,4685,6891,8842,1011,32531,48479,62968,856,27157,40412,52419,3,78,160,215,52,1010,1734,2336,0,1,4,4,197.58
1/6/2018,Saturday,1,0,1,1,90,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,790,29365,46199,61030,183,8265,12891,16827,4095,144591,225402,303738,3898,136571,212617,286883,4,140,219,293,60,1399,2166,2876,0,13,15,21,197.6
6/25/2016,Saturday,1,0,6,3,89,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,406,615,808,615,12969,22194,28803,0,15,21,29,197.65
3/4/2017,Saturday,1,0,3,2,90,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,236,10537,16323,23888,81,3782,6021,8973,810,32837,50814,73607,712,28998,44590,64119,5,73,108,139,25,671,976,1286,0,1,1,2,197.76
12/12/2017,Tuesday,4,0,12,1,71,19,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,974,32247,45723,57581,252,8810,12325,15472,4800,159506,232929,297783,4492,150581,220397,282062,1,149,208,264,6,1641,2510,3275,0,7,10,10,197.84
12/8/2015,Tuesday,3,0,12,1,63,27,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,818,1134,1518,143,6701,10553,14949,4,24,30,36,197.88
7/18/2015,Saturday,7,1,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,524,753,984,462,9903,15917,21092,0,7,9,11,198.26
1/29/2016,Friday,6,1,1,1,89,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,429,833,1278,92,2827,4945,7826,0,13,30,47,198.42
11/4/2017,Saturday,1,0,11,4,89,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,733,23355,31613,38156,174,6175,9314,12336,3875,125354,157689,175407,3735,119095,148252,162980,6,103,155,200,69,1092,1548,2014,0,4,6,7,198.45
7/11/2015,Saturday,7,1,7,3,90,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,529,737,971,518,10515,16369,21388,0,5,7,10,198.61
8/19/2017,Saturday,1,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,306,10951,16260,21083,129,4665,6902,8847,859,32343,48378,62790,738,27033,40346,52337,4,81,141,219,48,1041,1680,2374,0,1,2,4,198.97
1/19/2018,Friday,7,1,1,1,83,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,586,24995,41513,57521,151,6628,11347,15661,3020,128995,207739,284806,2862,121589,196055,268577,0,65,142,221,5,763,1520,2251,0,0,7,15,199.35
8/5/2017,Saturday,1,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,282,10747,15615,20365,106,4546,6509,8457,740,32305,46857,61254,605,26921,39019,51007,6,148,218,263,55,1384,2122,2853,0,3,5,5,199.45
4/21/2018,Saturday,2,0,4,2,89,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,332,11856,18156,24928,88,2882,4444,6167,1513,65155,99776,135900,1433,61940,94579,128706,8,158,187,236,100,3078,3328,3646,0,8,9,11,199.49
1/7/2015,Wednesday,4,0,1,1,11,79,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,353,490,689,275,7314,10386,14805,0,5,6,8,199.98
6/27/2015,Saturday,7,1,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,468,704,890,201,11267,16452,21427,0,6,9,10,200.18
6/2/2018,Saturday,2,0,6,3,90,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,463,14143,20699,26636,100,3460,5038,6458,2273,75927,111681,144557,2164,71829,105738,136955,11,312,497,584,243,7401,10330,11946,1,13,24,30,200.24
4/7/2018,Saturday,2,0,4,2,87,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,366,12251,19019,26839,83,3039,4757,6700,1930,66818,103444,143153,1828,63288,97876,135425,5,90,139,180,96,1744,2057,2367,0,1,3,6,200.3
8/11/2018,Saturday,2,0,8,3,90,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,555,19459,28721,37082,155,4823,7037,9080,2757,102645,152416,196843,2621,97920,145398,187603,16,229,316,374,133,3168,4635,5933,1,9,12,13,200.7
9/21/2018,Friday,1,0,9,4,76,14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,716,21962,31374,41422,166,5115,7264,9749,3649,114786,163032,216080,3405,108711,154692,205250,0,452,687,939,4,68573,117429,169624,0,6,8,10,200.74
2/23/2018,Friday,1,0,2,1,85,5,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,444,15904,26571,39503,124,3918,6506,9874,2312,82356,138548,207078,2187,77549,130473,194982,2,71,86,129,34,648,865,1244,0,7,7,13,200.86
